director_actor,info,introduce,name,pic_link,rank,rating_num,rating_score
导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争,当这个世界闭上双眼，他却敞开了怀抱。,卢旺达饭店,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,162,298181人评价,8.9
导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...,2007 / 印度 / 剧情 儿童 家庭,天使保护事件始末。,地球上的星星,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2197897857.jpg,244,189315人评价,8.9
导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...,2014 / 美国 德国 英国 / 剧情 喜剧 冒险,小清新的故事里注入了大历史的情怀。,布达佩斯大饭店,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,81,837369人评价,8.9
导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,2004 / 美国 / 悬疑 惊悚 恐怖,真相就在眼前。,电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,159,482145人评价,8.7
导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,2011 / 韩国 / 剧情 爱情,你要相信，这世上真的有爱存在，不管在什么年纪 ,我爱你,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,245,151967人评价,9.0
导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...,1994 / 美国 / 剧情 喜剧 犯罪,故事的高级讲法。,低俗小说,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,85,761807人评价,8.9
导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...,1997 / 美国 / 剧情,人生中应该拥有这样的一段豁然开朗。,心灵捕手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,84,647902人评价,8.9
导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,2013 / 美国 / 喜剧 动画 冒险,老少皆宜，这就是好莱坞动画的魅力。,疯狂原始人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,164,777024人评价,8.7
导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...,1997 / 中国香港 日本 韩国 / 剧情 爱情 同性,爱情纠缠，男女一致。,春光乍泄,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,86,575791人评价,9.0
导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,2007 / 美国 德国 / 动作 悬疑 惊悚,像吃了苏打饼一样干脆的电影。,谍影重重3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,166,386729人评价,8.8
导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...,2016 / 意大利 / 剧情 喜剧,来啊，互相伤害啊！,完美陌生人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,246,490250人评价,8.5
导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,2006 / 德国 法国 西班牙 美国 比利时 / 剧情 犯罪 奇幻,一个单凭体香达到高潮的男人。,香水,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,243,508097人评价,8.5
导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,1986 / 中国香港 / 剧情 动作 犯罪,英雄泪短，兄弟情长。 ,英雄本色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,167,485090人评价,8.6
导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,2001 / 日本 / 动画 剧情 爱情,爱情是一场没有尽头的虚幻追逐。,千年女优,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,247,228592人评价,8.8
导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...,2016 / 中国大陆 / 剧情 喜剧,过去的如果就让它过去了，未来只会越来越糟！,驴得水,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,248,851821人评价,8.3
导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,1936 / 美国 / 剧情 喜剧 爱情,大时代中的人生，小人物的悲喜。,摩登时代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,87,271334人评价,9.3
导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...,1995 / 美国 / 剧情 犯罪 悬疑 惊悚,警察抓小偷，老鼠玩死猫。,七宗罪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,88,875650人评价,8.8
导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,1984 / 日本 / 动画 奇幻 冒险,动画片的圣经。,风之谷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,168,331180人评价,8.9
导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...,1999 / 中国香港 / 喜剧 剧情 爱情,我是一个演员。,喜剧之王,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,89,882310人评价,8.8
导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack / 雷...,2003 / 美国 / 剧情 悬疑 惊悚,最不可能的那个人永远是最可能的。,致命ID,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,90,744049人评价,8.8
导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...,2011 / 美国 / 剧情,穷尽一生，我们要学会的，不过是彼此拥抱。,超脱,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,93,506256人评价,9.0
导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,功夫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,92,987502人评价,8.7
导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...,1960 / 美国 / 悬疑 惊悚 恐怖,故事的反转与反转，分裂电影的始祖。,惊魂记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,170,252383人评价,9.0
导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...,2008 / 德国 / 剧情 惊悚,世界离独裁只有五天。,浪潮,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,250,255347人评价,8.7
导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...,2015 / 美国 / 剧情 传记,新闻人的理性求真。,聚焦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,249,254365人评价,8.8
导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,2014 / 中国大陆 / 剧情 犯罪 悬疑,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,心迷宫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,171,468315人评价,8.7
导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,2010 / 中国香港 中国大陆 / 剧情 家庭,岁月流逝，来日可追。,岁月神偷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,174,541077人评价,8.7
导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,1991 / 中国香港 / 剧情 喜剧 动作 犯罪,香港浪漫主义警匪动作片的巅峰之作。,纵横四海,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,172,382600人评价,8.8
导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...,2003 / 美国 / 动作 冒险 奇幻,约翰尼·德普的独角戏。,加勒比海盗,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,95,789422人评价,8.8
导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,2015 / 日本 / 剧情 家庭,是枝裕和的家庭习作。,海街日记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,173,402659人评价,8.8
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,2000 / 美国 / 犯罪 剧情 悬疑 惊悚,一个针管引发的血案。,记忆碎片,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,175,557678人评价,8.7
导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...,2006 / 日本 / 剧情 歌舞,以戏谑来戏谑戏谑。,被嫌弃的松子的一生,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,97,655938人评价,8.9
导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...,2004 / 英国 美国 / 奇幻 冒险,不一样的导演，不一样的哈利·波特。,哈利·波特与阿兹卡班的囚徒,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,94,633508人评价,8.9
导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,2013 / 韩国 / 剧情 喜剧 家庭,《我是山姆》的《美丽人生》。,7号房的礼物,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,100,504994人评价,8.9
导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...,2012 / 丹麦 瑞典 / 剧情,人言可畏。,狩猎,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,98,350432人评价,9.1
director_actor,info,introduce,name,pic_link,rank,rating_num,rating_score
导演: 弗兰克·德拉邦特 Frank Darabont   主演: 蒂姆·罗宾斯 Tim Robbins /...,1994 / 美国 / 犯罪 剧情,希望让人自由。,肖申克的救赎,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg,1,2634648人评价,9.7
导演: 陈凯歌 Kaige Chen   主演: 张国荣 Leslie Cheung / 张丰毅 Fengyi Zha...,1993 / 中国大陆 中国香港 / 剧情 爱情 同性,风华绝代。,霸王别姬,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg,2,1956858人评价,9.6
导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...,1994 / 美国 / 剧情 爱情,一部美国近现代史。,阿甘正传,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2372307693.jpg,3,1980603人评价,9.5
导演: 詹姆斯·卡梅隆 James Cameron   主演: 莱昂纳多·迪卡普里奥 Leonardo...,1997 / 美国 墨西哥 澳大利亚 加拿大 / 剧情 爱情 灾难,失去的才是永恒的。 ,泰坦尼克号,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg,4,1941005人评价,9.4
导演: 吕克·贝松 Luc Besson   主演: 让·雷诺 Jean Reno / 娜塔莉·波特曼 ...,1994 / 法国 美国 / 剧情 动作 犯罪,怪蜀黍和小萝莉不得不说的故事。,这个杀手不太冷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg,5,2130859人评价,9.4
导演: 罗伯托·贝尼尼 Roberto Benigni   主演: 罗伯托·贝尼尼 Roberto Beni...,1997 / 意大利 / 剧情 喜剧 爱情 战争,最美的谎言。,美丽人生,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg,6,1217232人评价,9.6
导演: 宫崎骏 Hayao Miyazaki   主演: 柊瑠美 Rumi Hîragi / 入野自由 Miy...,2001 / 日本 / 剧情 动画 奇幻,最好的宫崎骏，最好的久石让。 ,千与千寻,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg,7,2056916人评价,9.4
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 连姆·尼森 Liam Neeson...,1993 / 美国 / 剧情 历史 战争,拯救一个人，就是拯救整个世界。,辛德勒的名单,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg,8,1015596人评价,9.6
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 莱昂纳多·迪卡普里奥 Le...,2010 / 美国 英国 / 剧情 科幻 悬疑 冒险,诺兰给了我们一场无法盗取的梦。,盗梦空间,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg,9,1897641人评价,9.4
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 马修·麦康纳 Matthew Mc...,2014 / 美国 英国 加拿大 / 剧情 科幻 冒险,爱是一种力量，让我们超越时空感知它的存在。,星际穿越,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614988097.jpg,10,1590744人评价,9.4
导演: 莱塞·霍尔斯道姆 Lasse Hallström   主演: 理查·基尔 Richard Ger...,2009 / 美国 英国 / 剧情,永远都不能忘记你所爱的人。,忠犬八公的故事,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2587099240.jpg,11,1297704人评价,9.4
导演: 彼得·威尔 Peter Weir   主演: 金·凯瑞 Jim Carrey / 劳拉·琳妮 Lau...,1998 / 美国 / 剧情 科幻,如果再也不能见到你，祝你早安，午安，晚安。,楚门的世界,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg,12,1513292人评价,9.3
导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 蒂姆·罗斯 Tim Roth / ...,1998 / 意大利 / 剧情 音乐,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 ,海上钢琴师,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574551676.jpg,13,1543984人评价,9.3
导演: 宫崎骏 Hayao Miyazaki   主演: 日高法子 Noriko Hidaka / 坂本千夏 Ch...,1988 / 日本 / 动画 奇幻 冒险,人人心中都有个龙猫，童年就永远不会消失。,龙猫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg,26,1162515人评价,9.2
导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...,1987 / 英国 意大利 中国大陆 法国 / 剧情 传记 历史,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,末代皇帝,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg,27,784197人评价,9.3
导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,2011 / 美国 英国 / 奇幻 冒险,10年的完美句点。,哈利·波特与死亡圣器(下),https://img2.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,76,744832人评价,8.9
导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...,1991 / 美国 / 剧情 犯罪 惊悚,安东尼·霍普金斯的顶级表演。,沉默的羔羊,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg,77,802584人评价,8.9
导演: 路易·西霍尤斯 Louie Psihoyos   主演: Richard O'Barry / 路易·西霍...,2009 / 美国 / 纪录片,海豚的微笑，是世界上最高明的伪装。,海豚湾,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg,78,337202人评价,9.3
导演: 拉库马·希拉尼 Rajkumar Hirani   主演: 阿米尔·汗 Aamir Khan / 卡...,2009 / 印度 / 剧情 喜剧 爱情 歌舞,英俊版憨豆，高情商版谢耳朵。,三傻大闹宝莱坞,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg,14,1721150人评价,9.2
导演: 安德鲁·斯坦顿 Andrew Stanton   主演: 本·贝尔特 Ben Burtt / 艾丽...,2008 / 美国 / 科幻 动画 冒险,小瓦力，大人生。,机器人总动员,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg,15,1215519人评价,9.3
导演: 李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina   主演: ...,2017 / 美国 / 喜剧 动画 奇幻 音乐,死亡不是真的逝去，遗忘才是永恒的消亡。,寻梦环游记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614500706.jpg,28,1498042人评价,9.1
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,2008 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚,无尽的黑暗。,蝙蝠侠：黑暗骑士,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg,29,969258人评价,9.2
导演: 张艺谋 Yimou Zhang   主演: 葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang,1994 / 中国大陆 中国香港 / 剧情 历史 家庭,张艺谋最好的电影。,活着,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597919477.jpg,30,755857人评价,9.3
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman...,2006 / 英国 美国 / 剧情 悬疑 惊悚,孪生蝙蝠侠大战克隆金刚狼。,致命魔术,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg,79,786259人评价,8.9
导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...,2010 / 美国 / 剧情 悬疑 惊悚,昔日翩翩少年，今日大腹便便。,禁闭岛,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p450262388.jpg,80,883280人评价,8.8
导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...,2014 / 美国 德国 英国 / 剧情 喜剧 冒险,小清新的故事里注入了大历史的情怀。,布达佩斯大饭店,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg,81,837387人评价,8.9
导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...,2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚,人的命运被自己瞬间的抉择改变。,蝴蝶效应,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,82,857331人评价,8.8
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...,2018 / 美国 / 动作 科幻 冒险,写给影迷，动漫迷和游戏迷的一封情书。,头号玩家,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg,151,1255665人评价,8.7
导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,2013 / 韩国 / 剧情 犯罪,要做就做得狠一点，这样才能活下去。,新世界,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,152,362491人评价,8.9
导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,2008 / 日本 / 剧情 家庭,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,步履不停,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,226,253091人评价,8.8
导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,2003 / 美国 / 动作 科幻,一个精彩的世界观正在缓缓建立。,黑客帝国2：重装上阵,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,227,373140人评价,8.7
导演: 克里斯托夫·巴拉蒂 Christophe Barratier   主演: 让-巴蒂斯特·莫尼...,2004 / 法国 瑞士 德国 / 剧情 喜剧 音乐,天籁一般的童声，是最接近上帝的存在。 ,放牛班的春天,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg,16,1200962人评价,9.3
导演: 刘伟强 / 麦兆辉   主演: 刘德华 / 梁朝伟 / 黄秋生,2002 / 中国香港 / 剧情 犯罪 惊悚,香港电影史上永不过时的杰作。,无间道,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg,17,1221099人评价,9.3
导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   主演: 金妮弗·...,2016 / 美国 / 喜剧 动画 冒险,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,疯狂动物城,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614500649.jpg,18,1736498人评价,9.2
导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint,2001 / 美国 英国 / 奇幻 冒险,童话世界的开端。,哈利·波特与魔法石,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg,31,1053796人评价,9.1
导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...,2003 / 美国 新西兰 / 剧情 动作 奇幻 冒险,史诗的终章。,指环王3：王者无敌,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.jpg,32,733361人评价,9.3
导演: 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor   主演: 费...,1939 / 美国 / 剧情 历史 爱情 战争,Tomorrow is another day.,乱世佳人,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg,33,633112人评价,9.3
导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...,1984 / 美国 意大利 / 犯罪 剧情,往事如烟，无处祭奠。,美国往事,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg,83,378738人评价,9.2
导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...,1997 / 美国 / 剧情,人生中应该拥有这样的一段豁然开朗。,心灵捕手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg,84,647914人评价,8.9
导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...,1994 / 美国 / 剧情 喜剧 犯罪,故事的高级讲法。,低俗小说,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg,85,761819人评价,8.9
导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...,1997 / 中国香港 日本 韩国 / 剧情 爱情 同性,爱情纠缠，男女一致。,春光乍泄,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg,86,575806人评价,9.0
导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,2014 / 英国 美国 / 剧情 传记 战争 同性,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,模仿游戏,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,153,584620人评价,8.7
导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 郎雄 Sihung Lung / 归亚...,1993 / 中国台湾 美国 / 剧情 喜剧 爱情 同性 家庭,中国家庭的喜怒哀乐忍。,喜宴,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,154,320158人评价,9.0
导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,1954 / 日本 / 动作 冒险 剧情,时代悲歌。,七武士,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,155,178150人评价,9.3
导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,2013 / 美国 英国 / 科幻 悬疑 惊悚,小成本大魅力。,彗星来的那一夜,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,228,509337人评价,8.5
导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...,2020 / 美国 / 动画 奇幻 音乐,,心灵奇旅,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2626308994.jpg,229,865875人评价,8.7
导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,2008 / 日本 / 动画 奇幻 冒险,,崖上的波妞,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg,230,436955人评价,8.6
导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,1995 / 中国香港 中国大陆 / 喜剧 爱情 奇幻 古装,一生所爱。,大话西游之大圣娶亲,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg,19,1409500人评价,9.2
导演: 黄东赫 Dong-hyuk Hwang   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jung /...,2011 / 韩国 / 剧情,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。,熔炉,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg,20,858508人评价,9.3
导演: 比利·怀尔德 Billy Wilder   主演: 泰隆·鲍华 Tyrone Power / 玛琳·...,1957 / 美国 / 剧情 犯罪 悬疑,比利·怀德满分作品。,控方证人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg,21,467109人评价,9.6
导演: 李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...,2013 / 韩国 / 剧情,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,素媛,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg,34,622229人评价,9.3
导演: 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson   主演: 爱德...,2009 / 美国 / 剧情 喜剧 动画 冒险,最后那些最无聊的事情，才是最值得怀念的。 ,飞屋环游记,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2363116942.jpg,35,1216697人评价,9.1
导演: 涅提·蒂瓦里 Nitesh Tiwari   主演: 阿米尔·汗 Aamir Khan / 法缇玛...,2016 / 印度 / 剧情 传记 运动 家庭,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,摔跤吧！爸爸,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg,36,1445312人评价,9.0
导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,1936 / 美国 / 剧情 喜剧 爱情,大时代中的人生，小人物的悲喜。,摩登时代,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg,87,271343人评价,9.3
导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...,1995 / 美国 / 剧情 犯罪 悬疑 惊悚,警察抓小偷，老鼠玩死猫。,七宗罪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg,88,875661人评价,8.8
导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...,1999 / 中国香港 / 喜剧 剧情 爱情,我是一个演员。,喜剧之王,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg,89,882353人评价,8.8
导演: 詹姆斯·曼高德 James Mangold   主演: 约翰·库萨克 John Cusack / 雷...,2003 / 美国 / 剧情 悬疑 惊悚,最不可能的那个人永远是最可能的。,致命ID,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg,90,744065人评价,8.8
