director_actor,info,introduce,name,pic_link,rank,rating_num,rating_score
导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...,2000 / 中国香港 / 剧情 爱情,偷情本没有这样美。,花样年华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,156,541339人评价,8.7
导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,2003 / 美国 / 动作 科幻,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,黑客帝国3：矩阵革命,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,157,412119人评价,8.8
导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,2015 / 美国 / 喜剧 动画 冒险,愿我们都不用长大，每一座城堡都能永远存在。,头脑特工队,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2266293606.jpg,158,552270人评价,8.8
导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,2004 / 美国 / 悬疑 惊悚 恐怖,真相就在眼前。,电锯惊魂,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg,159,482152人评价,8.7
导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,2005 / 法国 德国 美国 / 剧情 犯罪,做一颗让别人需要你的棋子。,战争之王,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,231,332970人评价,8.7
导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...,2016 / 美国 / 剧情 爱情 歌舞,,爱乐之城,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395517414.jpg,232,796230人评价,8.4
导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,2004 / 美国 德国 / 动作 悬疑 惊悚,谁说王家卫镜头很晃？,谍影重重2,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,233,324364人评价,8.7
导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 马龙·白兰度 M...,1972 / 美国 / 剧情 犯罪,千万不要记恨你的对手，这样会让你失去理智。,教父,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg,22,875443人评价,9.3
导演: 加布里尔·穆奇诺 Gabriele Muccino   主演: 威尔·史密斯 Will Smith ...,2006 / 美国 / 剧情 传记 家庭,平民励志片。 ,当幸福来敲门,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614359276.jpg,23,1399138人评价,9.2
导演: 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano   主...,2011 / 法国 / 剧情 喜剧,满满温情的高雅喜剧。,触不可及,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,24,982113人评价,9.3
导演: 罗伯·莱纳 Rob Reiner   主演: 玛德琳·卡罗尔 Madeline Carroll / 卡...,2010 / 美国 / 剧情 喜剧 爱情,真正的幸福是来自内心深处。,怦然心动,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg,25,1678396人评价,9.1
导演: 文牧野 Muye Wen   主演: 徐峥 Zheng Xu / 王传君 Chuanjun Wang / 周...,2018 / 中国大陆 / 剧情 喜剧,对我们国家而言，这样的电影多一部是一部。,我不是药神,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg,37,1926623人评价,9.0
导演: 娜丁·拉巴基 Nadine Labaki   主演: 扎因·拉费阿 Zain al-Rafeea / ...,2018 / 黎巴嫩 美国 法国 塞浦路斯 卡塔尔 英国 / 剧情,凝视卑弱生命，用电影改变命运。,何以为家,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg,38,949232人评价,9.1
导演: Sidney Lumet   主演: 亨利·方达 Henry Fonda / 马丁·鲍尔萨姆 Marti...,1957 / 美国 / 剧情,1957年的理想主义。 ,十二怒汉,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,39,437112人评价,9.4
导演: 宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô / 木村拓...,2004 / 日本 / 动画 奇幻 冒险,带着心爱的人在天空飞翔。,哈尔的移动城堡,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg,40,922440人评价,9.1
导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,2003 / 韩国 / 剧情 动作 犯罪 悬疑 惊悚,关于连环杀人悬案的集体回忆。,杀人回忆,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg,91,636848人评价,8.9
导演: 周星驰 Stephen Chow   主演: 周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,2004 / 中国大陆 中国香港 / 动作 喜剧 犯罪 奇幻,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,功夫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg,92,987533人评价,8.7
导演: 托尼·凯耶 Tony Kaye   主演: 艾德里安·布洛迪 Adrien Brody / 马西...,2011 / 美国 / 剧情,穷尽一生，我们要学会的，不过是彼此拥抱。,超脱,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg,93,506273人评价,9.0
导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...,2017 / 美国 英国 / 剧情 犯罪,怼天怼地，你走后，她与世界为敌。,三块广告牌,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg,160,758886人评价,8.7
导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...,2016 / 日本 / 剧情 爱情 动画,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,你的名字。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg,161,1268748人评价,8.5
导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,2004 / 英国 南非 意大利 美国 / 剧情 传记 历史 战争,当这个世界闭上双眼，他却敞开了怀抱。,卢旺达饭店,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg,162,298191人评价,8.9
导演: 爱德华·兹威克 Edward Zwick   主演: 布拉德·皮特 Brad Pitt / 安东...,1994 / 美国 / 剧情 爱情 战争 西部,传奇，不是每个人都可以拥有。,燃情岁月,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2797313535.jpg,234,265580人评价,8.8
导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,1990 / 中国香港 / 犯罪 剧情 爱情,王家卫是一种风格，张国荣是一个代表。,阿飞正传,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,235,462845人评价,8.5
导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,2009 / 法国 瑞士 西班牙 美国 阿联酋 摩纳哥 / 纪录片,大海啊，不全是水。,海洋,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg,236,149572人评价,9.1
导演: 李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...,2012 / 美国 中国台湾 英国 加拿大 / 剧情 奇幻 冒险,瑰丽壮观、无人能及的冒险之旅。,少年派的奇幻漂流,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,41,1250988人评价,9.1
导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...,2000 / 中国大陆 / 剧情 喜剧,对敌人的仁慈，就是对自己残忍。,鬼子来了,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg,42,567825人评价,9.3
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...,2002 / 美国 加拿大 / 传记 犯罪 剧情,骗子大师和执著警探的你追我跑故事。 ,猫鼠游戏,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,43,894348人评价,9.1
导演: Alfonso Cuarón   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / Emma...,2004 / 英国 美国 / 奇幻 冒险,不一样的导演，不一样的哈利·波特。,哈利·波特与阿兹卡班的囚徒,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg,94,633530人评价,8.9
导演: 戈尔·维宾斯基 Gore Verbinski   主演: 约翰尼·德普 Johnny Depp / ...,2003 / 美国 / 动作 冒险 奇幻,约翰尼·德普的独角戏。,加勒比海盗,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,95,789439人评价,8.8
导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 江守彻 Toru...,2006 / 日本 / 动画 悬疑 科幻 惊悚,梦的勾结。,红辣椒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456825720.jpg,96,406650人评价,9.0
导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...,2006 / 日本 / 剧情 歌舞,以戏谑来戏谑戏谑。,被嫌弃的松子的一生,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg,97,655949人评价,8.9
导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,2013 / 美国 / 剧情 传记 同性,Jared Leto的腿比女人还美！,达拉斯买家俱乐部,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,163,416864人评价,8.8
导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,2013 / 美国 / 喜剧 动画 冒险,老少皆宜，这就是好莱坞动画的魅力。,疯狂原始人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg,164,777033人评价,8.7
导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...,2002 / 巴西 法国 / 犯罪 剧情,被上帝抛弃了的上帝之城。,上帝之城,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,165,279603人评价,9.0
导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,2007 / 美国 德国 / 动作 悬疑 惊悚,像吃了苏打饼一样干脆的电影。,谍影重重3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,166,386735人评价,8.8
导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,2002 / 美国 德国 捷克 / 动作 悬疑 惊悚,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,谍影重重,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,237,389917人评价,8.6
导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,1991 / 美国 英国 法国 / 犯罪 剧情 惊悚,没有了退路，只好飞向自由。,末路狂花,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg,238,213749人评价,8.9
导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...,2013 / 美国 / 喜剧 爱情 音乐,爱我就给我看你的播放列表。,再次出发之纽约遇见你,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,239,394684人评价,8.6
导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,2017 / 中国台湾 / 剧情 喜剧,人们可以登上月球，却永远无法探索人们内心的宇宙。,大佛普拉斯,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,201,401273人评价,8.7
导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,1995 / 中国香港 中国大陆 / 喜剧 爱情 奇幻 古装,旷古烁今。,大话西游之月光宝盒,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg,44,1123828人评价,9.0
导演: 宫崎骏 Hayao Miyazaki   主演: 田中真弓 Mayumi Tanaka / 横泽启子 Ke...,1986 / 日本 / 动画 奇幻 冒险,对天空的追逐，永不停止。 ,天空之城,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg,45,754959人评价,9.1
导演: 罗曼·波兰斯基 Roman Polanski   主演: 艾德里安·布洛迪 Adrien Brod...,2002 / 英国 法国 波兰 德国 / 剧情 传记 战争 音乐,音乐能化解仇恨。,钢琴家,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792376093.jpg,46,553712人评价,9.3
导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...,2012 / 丹麦 瑞典 / 剧情,人言可畏。,狩猎,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,98,350435人评价,9.1
导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性,沉醉在电影的情感和视听氛围中无法自拔。,请以你的名字呼唤我,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg,99,650217人评价,8.9
导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,2013 / 韩国 / 剧情 喜剧 家庭,《我是山姆》的《美丽人生》。,7号房的礼物,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg,100,505002人评价,8.9
导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,1986 / 中国香港 / 剧情 动作 犯罪,英雄泪短，兄弟情长。 ,英雄本色,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,167,485108人评价,8.6
导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,1984 / 日本 / 动画 奇幻 冒险,动画片的圣经。,风之谷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg,168,331186人评价,8.9
导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,1994 / 中国香港 中国大陆 / 剧情 喜剧 古装,,九品芝麻官,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,169,593709人评价,8.7
导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...,2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险,,火星救援,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2280097442.jpg,240,652090人评价,8.5
导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...,2006 / 日本 / 剧情 爱情 科幻 动画,爱上未来的你。 ,穿越时空的少女,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,241,354569人评价,8.6
导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...,2008 / 美国 德国 / 剧情 爱情,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,朗读者,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,242,427552人评价,8.6
导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...,2006 / 德国 法国 西班牙 美国 比利时 / 剧情 犯罪 奇幻,一个单凭体香达到高潮的男人。,香水,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,243,508109人评价,8.5
导演: 马丁·布莱斯 Martin Brest   主演: 阿尔·帕西诺 Al Pacino / 克里斯...,1992 / 美国 / 剧情,史上最美的探戈。,闻香识女人,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg,47,799235人评价,9.1
导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 菲利普·努瓦雷 Philipp...,1988 / 意大利 法国 / 剧情 爱情,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。,天堂电影院,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2653054340.jpg,48,632742人评价,9.2
导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...,2002 / 美国 新西兰 / 剧情 动作 奇幻 冒险,承前启后的史诗篇章。,指环王2：双塔奇兵,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.jpg,49,684798人评价,9.2
导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...,1960 / 美国 / 悬疑 惊悚 恐怖,故事的反转与反转，分裂电影的始祖。,惊魂记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg,170,252395人评价,9.0
导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,2014 / 中国大陆 / 剧情 犯罪 悬疑,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,心迷宫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,171,468324人评价,8.7
导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,1991 / 中国香港 / 剧情 喜剧 动作 犯罪,香港浪漫主义警匪动作片的巅峰之作。,纵横四海,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg,172,382611人评价,8.8
导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...,2007 / 印度 / 剧情 儿童 家庭,天使保护事件始末。,地球上的星星,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2197897857.jpg,244,189318人评价,8.9
导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,2011 / 韩国 / 剧情 爱情,你要相信，这世上真的有爱存在，不管在什么年纪 ,我爱你,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,245,151969人评价,9.0
导演: 保罗·格诺维瑟 Paolo Genovese   主演: 马可·贾利尼 Marco Giallini ...,2016 / 意大利 / 剧情 喜剧,来啊，互相伤害啊！,完美陌生人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,246,490254人评价,8.5
导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...,2010 / 中国大陆 中国香港 / 剧情 喜剧 动作 西部,你给我翻译翻译，神马叫做TMD的惊喜。,让子弹飞,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg,50,1530645人评价,8.9
导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,2015 / 日本 / 剧情 家庭,是枝裕和的家庭习作。,海街日记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg,173,402671人评价,8.8
导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,2010 / 中国香港 中国大陆 / 剧情 家庭,岁月流逝，来日可追。,岁月神偷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg,174,541089人评价,8.7
导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,2000 / 美国 / 犯罪 剧情 悬疑 惊悚,一个针管引发的血案。,记忆碎片,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg,175,557688人评价,8.7
导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,2001 / 日本 / 动画 剧情 爱情,爱情是一场没有尽头的虚幻追逐。,千年女优,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg,247,228597人评价,8.8
导演: 周申 Shen Zhou / 刘露 Lu Liu   主演: 任素汐 Suxi Ren / 大力 Da Li ...,2016 / 中国大陆 / 剧情 喜剧,过去的如果就让它过去了，未来只会越来越糟！,驴得水,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,248,851843人评价,8.3
导演: 托马斯·麦卡锡 Thomas McCarthy   主演: 马克·鲁弗洛 Mark Ruffalo /...,2015 / 美国 / 剧情 传记,新闻人的理性求真。,聚焦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,249,254370人评价,8.8
导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪,始于荒诞，止于更荒诞。,荒蛮故事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg,177,403934人评价,8.8
导演: 高畑勋 Isao Takahata   主演: 辰己努 / 白石绫乃 / 志乃原良子,1988 / 日本 / 动画 剧情 战争,幸福是生生不息，却难以触及的远。 ,萤火虫之墓,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,202,380908人评价,8.7
导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,1991 / 中国台湾 / 剧情 犯罪,弱者送给弱者的一刀。,牯岭街少年杀人事件,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,204,256008人评价,8.9
导演: 刘伟强 / 麦兆辉   主演: 陈冠希 / 余文乐 / 曾志伟,2003 / 中国香港 / 剧情 犯罪 惊悚,,无间道2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg,203,416151人评价,8.7
导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...,2008 / 德国 / 剧情 惊悚,世界离独裁只有五天。,浪潮,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,250,255353人评价,8.7
导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,1966 / 法国 英国 / 喜剧 战争,永远看不腻的喜剧。,虎口脱险,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,205,230114人评价,8.9
导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...,2013 / 英国 / 喜剧 爱情 奇幻,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,时空恋旅人,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg,128,590736人评价,8.8
导演: 威廉·惠勒 William Wyler   主演: 奥黛丽·赫本 Audrey Hepburn / 格...,1953 / 美国 / 喜剧 剧情 爱情,爱情哪怕只有一天。,罗马假日,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg,51,881485人评价,9.1
导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,1995 / 日本 / 剧情 爱情 动画,少女情怀总是诗。,侧耳倾听,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg,126,421541人评价,8.9
导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,1999 / 美国 / 犯罪 剧情 奇幻 悬疑,天使暂时离开。,绿里奇迹,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,179,291767人评价,8.9
导演: 阿兰·葛斯彭纳 Alain Gsponer   主演: 阿努克·斯特芬 Anuk Steffen /...,2015 / 德国 瑞士 / 剧情 冒险 家庭,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。,海蒂和爷爷,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg,52,499404人评价,9.3
导演: 万籁鸣 Laiming Wan   主演: 邱岳峰 Yuefeng Qiu / 富润生 Runsheng Fu...,1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 中国大陆 / 剧情 动画 奇幻 古装,经典之作，历久弥新。,大闹天宫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg,55,389041人评价,9.4
导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...,2001 / 新西兰 美国 / 剧情 动作 奇幻 冒险,传说的开始。,指环王1：护戒使者,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2373910134.jpg,54,773657人评价,9.1
导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...,1990 / 美国 / 剧情 奇幻 爱情,浪漫忧郁的成人童话。,剪刀手爱德华,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,101,972024人评价,8.7
导演: 彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...,1989 / 美国 / 剧情,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,死亡诗社,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg,57,645974人评价,9.1
导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski   主...,1999 / 美国 / 动作 科幻,视觉革命。,黑客帝国,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg,53,770544人评价,9.1
导演: Chris Columbus   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...,2002 / 英国 美国 / 奇幻 冒险,魔法的密室之门已打开...,哈利·波特与密室,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg,107,659623人评价,8.8
导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,2004 / 美国 / 喜剧 剧情 爱情,有时候幸福需要等一等。 ,幸福终点站,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p854757687.jpg,127,514731人评价,8.8
导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...,2008 / 英国 / 剧情 爱情,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,贫民窟的百万富翁,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg,183,693677人评价,8.6
导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...,2003 / 英国 美国 法国 / 喜剧 剧情 爱情,爱，是个动词。,真爱至上,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg,184,673564人评价,8.6
导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,2010 / 美国 / 动画 奇幻 冒险,和谐的生活离不开摸头与被摸头。,驯龙高手,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg,129,694446人评价,8.7
导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,2010 / 泰国 / 剧情 喜剧 爱情,黑小鸭速效美白记。,初恋这件小事,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,209,920968人评价,8.5
导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...,1995 / 美国 / 动作 传记 剧情 历史 战争,史诗大片的典范。,勇敢的心,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg,102,527760人评价,8.9
导演: 朗·霍华德 Ron Howard   主演: 罗素·克劳 Russell Crowe / 艾德·哈...,2001 / 美国 / 传记 剧情,爱是一切逻辑和原由。,美丽心灵,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg,63,704661人评价,9.1
